Last name	First name	Ethnicity	Country	Imm. age	Age category	Gender	Title	Genre	Date	Keywords/Description	Generation
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	Night of the Chupacabras	mystery novel, novel	1998	mystery about Mexican vampires	not first
Lee	Marie Myung-OK	Korean American	South Korea	born	born	F	Someone's Daughter	novel	2006	Korean adoptee returning to Kore to find biological mother	not first
Lee	Mary Paik	Korean American	North Korea	5	child	F	Quiet Odyssey: A pioneer Korean woman in America	autobiography	1990		first
Lee	Milly	Chinese American	China	born	born	F	Nim and the War Effort	children's book	2002	historical events, ethnicity, immigration, Americanization	not first
Lee	Milly	Chinese American	China	born	born	F	Earthquake	children's book	2001	historical events, ethnicity, immigration, Americanization	not first
Lee	Milly	Chinese American	China	born	born	F	Landed	children's book	2006	historical events, ethnicity, immigration, Americanization	not first
Lee	Min Jin	Korean American	South Korea	7	child	F	Free Food for Millionaires	novel	2007	ambivlaneces of a 22-year-old Korean American woman, caught between struggling immigrant parents and expensive habits and tastes she has acquired from ivy league education	first
Lee	Wendy	Chinese American	China	born	born	F	Happy Family	novel	2008	international adoption	not first
Lee	Yan Phou	Chinese American	China	12	child	M	When I was a boy in China	memoir	1887	school days in China	first
Leong	Monfoon	Chinese American	China	born	born	M	Number One Son	short story collection	1974	cultural and generational conflicts between first generation Chinese Americans and their American-born children	not first
Leung	Brian	Chinese American	China	born	born	M	Lost Men	novel	2007	estranged American-Chinese father and son traveling through China	not first
Leung	Brian	Chinese American	China	born	born	M	Take Me Home	novel	2010	historical fiction in 1885 Wyoming against background of anti-Chinese riot	not first
Leung	Brian	Chinese American	China	born	born	M	The World Famous Love Acts	short story collection	2004		not first
Leyung-Ryan	Teresa	Chinese American	China	child	child	F	Love Made of Heart	fictionalized autobiography, novel	1958	relationship with her mother suffering from domestic abuse and mental illness	first
Li	Yiyun	Chinese American	China	24	adult	F	A thousand Years of Good prayers	short story collection	2005		first
Li	Yiyun	Chinese American	China	24	adult	F	The Vagrant	novel	2009	set in China in the late 70s follows a group of people in a small town after the execution of a young woman	first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Passion Summer and Other Stories	short story collection	1988		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Curaao Cure and Other Stories	short story collection	2005		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Tiger Orchids on Mount Mayon	novel	1990		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Sparrows Don't sing in the Philippines	novel	1994		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Requiem for a Rebel Priest	novel	1996		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Ka Gaby, Nom de Guerre	novel	2001		first
Lim	Paulino	Filipino American	Philippines	adult	adult	M	Death of the English Zen Professor	novel	2011		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Princess Shawl	novel	2009		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Sister Swing	YA novel, novel	2006		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Joss and Gold	novel	2001		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Two Dreams	short story collection	1997		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Life's Mysteries	short story collection	1995		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Another Country and Other Stories	short story collection	1982		first
Lim	Shirley Geok-Lin	Chinese Malaysian American 	China, Malaysia	adult	adultt	F	Among the White Moon Faces	autobiography	1996		first
Lin	Adet	Chinese American	China	13	child	F	Flame from the Rock	novel	1943	love story at the time of the war between China and Japan	first
Lin	Adet	Chinese American	China	13	child	F	Our Family	autobiography	1939		first
Lin	Adet	Chinese American	China	13	child	F	Dawn Over Chungking	autobiography	1941		first
